DatePaid;TrackingNumber;Location;LocationName;OSS360_PaymentType;BankName;Montant Total
24/09/2020;L08_02_20200924_42190;L08;Agence Owendo;Chèque BGFI         ;UBA BANK;45381
24/09/2020;L08_02_20200924_42190;L08;Agence Owendo;Chèque UGB          ;UBA BANK;136547
28/09/2020;L08_02_20200928_42282;L08;Agence Owendo;Chèque ORABANK      ;UBA BANK;90762
29/09/2020;L08_02_20200929_42305;L08;Agence Owendo;Chèque ORABANK      ;UBA BANK;422133
30/09/2020;L08_02_20200930_42369;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;39331
01/10/2020;L08_02_20201002_42434;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;25213
02/10/2020;L08_02_20201002_42470;L08;Agence Owendo;Chèque BGFI         ;UBA BANK;35294
02/10/2020;L08_02_20201002_42470;L08;Agence Owendo;Chèque UBA          ;UBA BANK;29407
02/10/2020;L08_02_20201002_42470;L08;Agence Owendo;Chèque UGB          ;UBA BANK;100346
05/10/2020;L08_02_20201005_42517;L08;Agence Owendo;Chèque BGFI         ;UBA BANK;411381
05/10/2020;L08_02_20201005_42517;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;358211
05/10/2020;L08_02_20201005_42517;L08;Agence Owendo;Chèque UBA          ;UBA BANK;272286
06/10/2020;L08_02_20201006_42557;L08;Agence Owendo;Chèque BGFI         ;UBA BANK;447964
06/10/2020;L08_02_20201006_42557;L08;Agence Owendo;Chèque UGB          ;UBA BANK;25213
07/10/2020;L08_02_20201007_42611;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;596073
08/10/2020;L08_02_20201008_42641;L08;Agence Owendo;Chèque BGFI         ;UBA BANK;363293
08/10/2020;L08_02_20201008_42641;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;146230
08/10/2020;L08_02_20201008_42641;L08;Agence Owendo;Chèque ECOBANK      ;UBA BANK;1092554
08/10/2020;L08_02_20201008_42641;L08;Agence Owendo;Chèque UGB          ;UBA BANK;234107
09/10/2020;L08_02_20201009_42700;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;172247
09/10/2020;L08_02_20201009_42700;L08;Agence Owendo;Chèque ECOBANK      ;UBA BANK;200000
09/10/2020;L08_02_20201009_42700;L08;Agence Owendo;Chèque UGB          ;UBA BANK;39270
09/09/2020;L10_01_20200909_41666;L10;Agence Carrefour SNI;Espèces;UBA BANK;143612
10/09/2020;L10_01_20200910_41710;L10;Agence Carrefour SNI;Espèces;UBA BANK;268364
11/09/2020;L10_01_20200911_41754;L10;Agence Carrefour SNI;Espèces;UBA BANK;213139
14/09/2020;L10_01_20200914_41808;L10;Agence Carrefour SNI;Espèces;UBA BANK;116360
15/09/2020;L10_01_20200915_41868;L10;Agence Carrefour SNI;Espèces;UBA BANK;268933
16/09/2020;L10_01_20200916_41895;L10;Agence Carrefour SNI;Espèces;UBA BANK;147378
17/09/2020;L10_01_20200917_41932;L10;Agence Carrefour SNI;Espèces;UBA BANK;84769
18/09/2020;L10_01_20200918_41990;L10;Agence Carrefour SNI;Espèces;UBA BANK;622000
21/09/2020;L10_01_20200921_42028;L10;Agence Carrefour SNI;Espèces;UBA BANK;620511
22/09/2020;L10_01_20200922_42076;L10;Agence Carrefour SNI;Espèces;UBA BANK;191022
23/09/2020;L10_01_20200923_42142;L10;Agence Carrefour SNI;Espèces;UBA BANK;119350
24/09/2020;L10_01_20200924_42156;L10;Agence Carrefour SNI;Espèces;UBA BANK;127250
25/09/2020;L10_01_20200925_42224;L10;Agence Carrefour SNI;Espèces;UBA BANK;200261
28/09/2020;L10_01_20200928_42256;L10;Agence Carrefour SNI;Espèces;UBA BANK;122461
29/09/2020;L10_01_20200929_42317;L10;Agence Carrefour SNI;Espèces;UBA BANK;547062
30/09/2020;L10_01_20200930_42373;L10;Agence Carrefour SNI;Espèces;UBA BANK;264900
01/10/2020;L10_01_20201001_42409;L10;Agence Carrefour SNI;Espèces;UBA BANK;37800
02/10/2020;L10_01_20201002_42450;L10;Agence Carrefour SNI;Espèces;UBA BANK;209361
05/10/2020;L10_01_20201005_42492;L10;Agence Carrefour SNI;Espèces;UBA BANK;97813
06/10/2020;L10_01_20201006_42548;L10;Agence Carrefour SNI;Espèces;UBA BANK;219937
07/10/2020;L10_01_20201007_42601;L10;Agence Carrefour SNI;Espèces;UBA BANK;55952
08/10/2020;L10_01_20201008_42638;L10;Agence Carrefour SNI;Espèces;UBA BANK;174158
09/10/2020;L10_01_20201009_42685;L10;Agence Carrefour SNI;Espèces;UBA BANK;209084
09/09/2020;L11_01_20200909_41691;L11;Agence Franceville;Espèces;UGB BANK;493344
10/09/2020;L11_01_20200910_41725;L11;Agence Franceville;Espèces;UGB BANK;223785
11/09/2020;L11_01_20200911_41777;L11;Agence Franceville;Espèces;UGB BANK;1328556
14/09/2020;L11_01_20200914_41821;L11;Agence Franceville;Espèces;UGB BANK;307985
15/09/2020;L11_01_20200915_41869;L11;Agence Franceville;Espèces;UGB BANK;479282
16/09/2020;L11_01_20200916_41914;L11;Agence Franceville;Espèces;UGB BANK;249857
17/09/2020;L11_01_20200917_41953;L11;Agence Franceville;Espèces;UGB BANK;428571
18/09/2020;L11_01_20200918_41996;L11;Agence Franceville;Espèces;UGB BANK;2919551
21/09/2020;L11_01_20200921_42043;L11;Agence Franceville;Espèces;UGB BANK;882225
22/09/2020;L11_01_20200922_42102;L11;Agence Franceville;Espèces;UGB BANK;680964
23/09/2020;L11_01_20200923_42136;L11;Agence Franceville;Espèces;UGB BANK;291998
24/09/2020;L11_01_20200924_42180;L11;Agence Franceville;Espèces;UGB BANK;242977
25/09/2020;L11_01_20200925_42223;L11;Agence Franceville;Espèces;UGB BANK;522821
28/09/2020;L11_01_20200928_42272;L11;Agence Franceville;Espèces;UGB BANK;1580271
29/09/2020;L11_01_20200929_42328;L11;Agence Franceville;Espèces;UGB BANK;685501
30/09/2020;L11_01_20200930_42368;L11;Agence Franceville;Espèces;UGB BANK;1415962
01/10/2020;L11_01_20201001_42417;L11;Agence Franceville;Espèces;UGB BANK;838908
02/10/2020;L11_01_20201002_42471;L11;Agence Franceville;Espèces;UGB BANK;1968710
05/10/2020;L11_01_20201005_42511;L11;Agence Franceville;Espèces;UGB BANK;823443
06/10/2020;L11_01_20201006_42559;L11;Agence Franceville;Espèces;UGB BANK;465887
07/10/2020;L11_01_20201007_42609;L11;Agence Franceville;Espèces;UGB BANK;305380
08/10/2020;L11_01_20201008_42650;L11;Agence Franceville;Espèces;UGB BANK;368745
09/10/2020;L11_01_20201009_42682;L11;Agence Franceville;Espèces;UGB BANK;283875
09/09/2020;L11_02_20200909_41683;L11;Agence Franceville;Chèque BICIG        ;UGB BANK;5584103
15/09/2020;L11_02_20200915_41857;L11;Agence Franceville;Chèque UGB          ;UGB BANK;8453390
15/09/2020;L11_02_20200915_41862;L11;Agence Franceville;Chèque UGB          ;UGB BANK;8453390
15/09/2020;L11_02_20200915_41866;L11;Agence Franceville;Chèque UGB          ;UGB BANK;1292374
15/09/2020;L11_02_20200915_41867;L11;Agence Franceville;Chèque UGB          ;UGB BANK;127119
22/09/2020;L11_02_20200922_42100;L11;Agence Franceville;Chèque UGB          ;UGB BANK;1943649
22/09/2020;L11_02_20200922_42101;L11;Agence Franceville;Chèque UGB          ;UGB BANK;8453390
29/09/2020;L11_02_20200929_42324;L11;Agence Franceville;Chèque BICIG        ;UGB BANK;5622974
01/10/2020;L11_02_20201001_42413;L11;Agence Franceville;Chèque UGB          ;UGB BANK;48406
09/09/2020;L12_01_20200909_41689;L12;Agence Port-Gentil;Espèces;UGB BANK;1895793
10/09/2020;L12_01_20200910_41738;L12;Agence Port-Gentil;Espèces;UGB BANK;579103
11/09/2020;L12_01_20200911_41781;L12;Agence Port-Gentil;Espèces;UGB BANK;1421485
14/09/2020;L12_01_20200914_41826;L12;Agence Port-Gentil;Espèces;UBA BANK;631019
15/09/2020;L12_01_20200915_41872;L12;Agence Port-Gentil;Espèces;UGB BANK;40000
15/09/2020;L12_01_20200915_41873;L12;Agence Port-Gentil;Espèces;UGB BANK;943771
16/09/2020;L12_01_20200916_41920;L12;Agence Port-Gentil;Espèces;UGB BANK;1656179
17/09/2020;L12_01_20200917_41963;L12;Agence Port-Gentil;Espèces;UGB BANK;526744
18/09/2020;L12_01_20200920_42015;L12;Agence Port-Gentil;Espèces;UGB BANK;1019823
21/09/2020;L12_01_20200921_42055;L12;Agence Port-Gentil;Espèces;UGB BANK;1100407
22/09/2020;L12_01_20200922_42106;L12;Agence Port-Gentil;Espèces;UGB BANK;1541055
23/09/2020;L12_01_20200923_42149;L12;Agence Port-Gentil;Espèces;UGB BANK;953643
24/09/2020;L12_01_20200924_42181;L12;Agence Port-Gentil;Espèces;UGB BANK;1045958
25/09/2020;L12_01_20200925_42237;L12;Agence Port-Gentil;Espèces;UGB BANK;688841
28/09/2020;L12_01_20200928_42288;L12;Agence Port-Gentil;Espèces;UGB BANK;1330194
29/09/2020;L12_01_20200929_42334;L12;Agence Port-Gentil;Espèces;UGB BANK;935471
30/09/2020;L12_01_20200930_42378;L12;Agence Port-Gentil;Espèces;UGB BANK;2197720
01/10/2020;L12_01_20201001_42430;L12;Agence Port-Gentil;Espèces;UGB BANK;1172173
02/10/2020;L12_01_20201002_42475;L12;Agence Port-Gentil;Espèces;UGB BANK;1498533
05/10/2020;L12_01_20201005_42522;L12;Agence Port-Gentil;Espèces;UGB BANK;2878523
06/10/2020;L12_01_20201006_42573;L12;Agence Port-Gentil;Espèces;UGB BANK;1855749
07/10/2020;L12_01_20201007_42616;L12;Agence Port-Gentil;Espèces;UGB BANK;2433296
08/10/2020;L12_01_20201008_42653;L12;Agence Port-Gentil;Espèces;UGB BANK;1954366
09/10/2020;L12_01_20201009_42708;L12;Agence Port-Gentil;Espèces;UGB BANK;1328721
10/10/2020;L12_01_20201011_42717;L12;Agence Port-Gentil;Espèces;UGB BANK;101171
09/09/2020;L12_02_20200909_41690;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;214986
09/09/2020;L12_02_20200909_41690;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;1238707
09/09/2020;L12_02_20200909_41690;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;208108
09/09/2020;L12_02_20200909_41690;L12;Agence Port-Gentil;Chèque UBA          ;BGFI BANK;595947
09/09/2020;L12_02_20200909_41690;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;45381
10/09/2020;L12_02_20200910_41739;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;318463
10/09/2020;L12_02_20200910_41739;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;592819
10/09/2020;L12_02_20200910_41739;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;279092
11/09/2020;L12_02_20200911_41782;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;2732634
11/09/2020;L12_02_20200911_41782;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;1503835
11/09/2020;L12_02_20200911_41782;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;332009
11/09/2020;L12_02_20200911_41782;L12;Agence Port-Gentil;Chèque UBA          ;BGFI BANK;100000
11/09/2020;L12_02_20200911_41782;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;1184029
14/09/2020;L12_02_20200914_41827;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;239008
14/09/2020;L12_02_20200914_41827;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;1969836
14/09/2020;L12_02_20200914_41827;L12;Agence Port-Gentil;Chèque ECOBANK      ;BGFI BANK;638264
15/09/2020;L12_02_20200915_41874;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;1162697
15/09/2020;L12_02_20200915_41874;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;2850508
15/09/2020;L12_02_20200915_41874;L12;Agence Port-Gentil;Chèque ECOBANK      ;BGFI BANK;393313
15/09/2020;L12_02_20200915_41874;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;844978
15/09/2020;L12_02_20200915_41874;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;136143
16/09/2020;L12_02_20200916_41921;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;988237
16/09/2020;L12_02_20200916_41921;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;456742
16/09/2020;L12_02_20200916_41921;L12;Agence Port-Gentil;Chèque ECOBANK      ;BGFI BANK;136143
16/09/2020;L12_02_20200916_41921;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;326800
16/09/2020;L12_02_20200916_41921;L12;Agence Port-Gentil;Chèque UBA          ;BGFI BANK;531084
16/09/2020;L12_02_20200916_41921;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;128783
17/09/2020;L12_02_20200917_41964;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;473786
17/09/2020;L12_02_20200917_41964;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;920434
17/09/2020;L12_02_20200917_41964;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;371692
17/09/2020;L12_02_20200917_41964;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;525555
18/09/2020;L12_02_20200920_42016;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;1769871
18/09/2020;L12_02_20200920_42016;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;3629520
18/09/2020;L12_02_20200920_42016;L12;Agence Port-Gentil;Chèque CITIGROUP    ;BGFI BANK;10841583
18/09/2020;L12_02_20200920_42016;L12;Agence Port-Gentil;Chèque ECOBANK      ;BGFI BANK;17850
18/09/2020;L12_02_20200920_42016;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;371363
18/09/2020;L12_02_20200920_42016;L12;Agence Port-Gentil;Chèque UBA          ;BGFI BANK;130960
18/09/2020;L12_02_20200920_42016;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;259884
21/09/2020;L12_02_20200921_42056;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;1279937
21/09/2020;L12_02_20200921_42056;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;913696
21/09/2020;L12_02_20200921_42056;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;242220
21/09/2020;L12_02_20200921_42056;L12;Agence Port-Gentil;Chèque UBA          ;BGFI BANK;241247
21/09/2020;L12_02_20200921_42056;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;45381
22/09/2020;L12_02_20200922_42107;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;196854
22/09/2020;L12_02_20200922_42107;L12;Agence Port-Gentil;Chèque ECOBANK      ;BGFI BANK;4991003
22/09/2020;L12_02_20200922_42107;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;367340
23/09/2020;L12_02_20200923_42148;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;86422
23/09/2020;L12_02_20200923_42148;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;221763
23/09/2020;L12_02_20200923_42148;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;61053
23/09/2020;L12_02_20200923_42148;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;454753
24/09/2020;L12_02_20200924_42182;L12;Agence Port-Gentil;Chèque BGFI         ; BGFI BANK                              ;285099
24/09/2020;L12_02_20200924_42182;L12;Agence Port-Gentil;Chèque BICIG        ; BGFI BANK                              ;137374
24/09/2020;L12_02_20200924_42182;L12;Agence Port-Gentil;Chèque ECOBANK      ; BGFI BANK                              ;50000
24/09/2020;L12_02_20200924_42182;L12;Agence Port-Gentil;Chèque UGB          ; BGFI BANK                              ;99032
25/09/2020;L12_02_20200925_42236;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;406520
25/09/2020;L12_02_20200925_42236;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;43060
25/09/2020;L12_02_20200925_42236;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;2311127
28/09/2020;L12_02_20200928_42289;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;876807
28/09/2020;L12_02_20200928_42289;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;90762
28/09/2020;L12_02_20200928_42289;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;571254
29/09/2020;L12_02_20200929_42335;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;837328
29/09/2020;L12_02_20200929_42335;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;34449
29/09/2020;L12_02_20200929_42335;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;405373
29/09/2020;L12_02_20200929_42335;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;1274029
30/09/2020;L12_02_20200930_42380;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;298240
30/09/2020;L12_02_20200930_42380;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;301693
30/09/2020;L12_02_20200930_42380;L12;Agence Port-Gentil;Chèque ECOBANK      ;BGFI BANK;352662
30/09/2020;L12_02_20200930_42380;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;607407
01/10/2020;L12_02_20201001_42431;L12;Agence Port-Gentil;Chèque UBA          ;BGFI BANK;254722
01/10/2020;L12_02_20201001_42431;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;1119347
02/10/2020;L12_02_20201002_42476;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;47600
02/10/2020;L12_02_20201002_42476;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;360254
02/10/2020;L12_02_20201002_42476;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;172682
02/10/2020;L12_02_20201002_42476;L12;Agence Port-Gentil;Chèque UBA          ;BGFI BANK;179687
02/10/2020;L12_02_20201002_42476;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;1758094
05/10/2020;L12_02_20201005_42523;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;812245
05/10/2020;L12_02_20201005_42523;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;288121
05/10/2020;L12_02_20201005_42523;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;159036
05/10/2020;L12_02_20201005_42523;L12;Agence Port-Gentil;Chèque UBA          ;BGFI BANK;148226
05/10/2020;L12_02_20201005_42523;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;1746780
06/10/2020;L12_02_20201006_42574;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;263656
06/10/2020;L12_02_20201006_42574;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;826475
06/10/2020;L12_02_20201006_42574;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;209274
06/10/2020;L12_02_20201006_42574;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;782444
07/10/2020;L12_02_20201007_42617;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;163372
07/10/2020;L12_02_20201007_42617;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;954863
07/10/2020;L12_02_20201007_42617;L12;Agence Port-Gentil;Chèque CITIGROUP    ;BGFI BANK;81081
07/10/2020;L12_02_20201007_42617;L12;Agence Port-Gentil;Chèque ECOBANK      ;BGFI BANK;95381
07/10/2020;L12_02_20201007_42617;L12;Agence Port-Gentil;Chèque UBA          ;BGFI BANK;50000
07/10/2020;L12_02_20201007_42617;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;301533
08/10/2020;L12_02_20201008_42655;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;210541
08/10/2020;L12_02_20201008_42655;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;602585
08/10/2020;L12_02_20201008_42655;L12;Agence Port-Gentil;Chèque ECOBANK      ;BGFI BANK;155467
08/10/2020;L12_02_20201008_42655;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;843815
08/10/2020;L12_02_20201008_42655;L12;Agence Port-Gentil;Chèque UBA          ;BGFI BANK;172247
08/10/2020;L12_02_20201008_42655;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;356578
09/10/2020;L12_02_20201009_42709;L12;Agence Port-Gentil;Chèque BGFI         ;BGFI BANK;247779
09/10/2020;L12_02_20201009_42709;L12;Agence Port-Gentil;Chèque BICIG        ;BGFI BANK;1628382
09/10/2020;L12_02_20201009_42709;L12;Agence Port-Gentil;Chèque ORABANK      ;BGFI BANK;370288
09/10/2020;L12_02_20201009_42709;L12;Agence Port-Gentil;Chèque UBA          ;BGFI BANK;347924
09/10/2020;L12_02_20201009_42709;L12;Agence Port-Gentil;Chèque UGB          ;BGFI BANK;1395360
09/09/2020;L13_01_20200909_41692;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;3075999
10/09/2020;L13_01_20200910_41707;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;1795500
11/09/2020;L13_01_20200911_41743;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;945000
11/09/2020;L13_01_20200911_41751;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;2835000
14/09/2020;L13_01_20200914_41798;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;1442750
15/09/2020;L13_01_20200915_41833;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;59000
15/09/2020;L13_01_20200915_41835;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;472500
16/09/2020;L13_01_20200916_41886;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;25000
17/09/2020;L13_01_20200917_41928;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;2865252
18/09/2020;L13_01_20200918_41977;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;3780000
22/09/2020;L13_01_20200922_42069;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;1072000
23/09/2020;L13_01_20200923_42150;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;3080700
25/09/2020;L13_01_20200925_42202;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;2855169
28/09/2020;L13_01_20200928_42254;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;5395
29/09/2020;L13_01_20200929_42296;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;4264273
30/09/2020;L13_01_20200930_42354;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;527932
01/10/2020;L13_01_20201001_42399;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;521429
02/10/2020;L13_01_20201002_42442;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;3307500
05/10/2020;L13_01_20201005_42504;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;4277420
06/10/2020;L13_01_20201006_42536;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;87244
08/10/2020;L13_01_20201008_42629;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;65516
09/10/2020;L13_01_20201009_42670;L13;Agence Koulamoutou;Espèces;ORABANK Recettes;5234975
09/09/2020;L14_01_20200909_41665;L14;Agence Oyem;Espèces;UGB BANK;3307500
09/09/2020;L14_01_20200909_41667;L14;Agence Oyem;Espèces;UGB BANK;117000
10/09/2020;L14_01_20200910_41704;L14;Agence Oyem;Espèces;UGB BANK;2835000
11/09/2020;L14_01_20200911_41744;L14;Agence Oyem;Espèces;UGB BANK;5670000
11/09/2020;L14_01_20200911_41746;L14;Agence Oyem;Espèces;UGB BANK;10000
14/09/2020;L14_01_20200914_41795;L14;Agence Oyem;Espèces;UGB BANK;5008500
14/09/2020;L14_01_20200915_41831;L14;Agence Oyem;Espèces;UGB BANK;402100
15/09/2020;L14_01_20200915_41834;L14;Agence Oyem;Espèces;UGB BANK;1842750
15/09/2020;L14_01_20200916_41876;L14;Agence Oyem;Espèces;UGB BANK;30000
16/09/2020;L14_01_20200916_41882;L14;Agence Oyem;Espèces;UGB BANK;2835000
16/09/2020;L14_01_20200916_41883;L14;Agence Oyem;Espèces;UGB BANK;10000
17/09/2020;L14_01_20200917_41925;L14;Agence Oyem;Espèces;UGB BANK;2551500
17/09/2020;L14_01_20200917_41929;L14;Agence Oyem;Espèces;UGB BANK;10000
18/09/2020;L14_01_20200918_41975;L14;Agence Oyem;Espèces;UGB BANK;5197500
18/09/2020;L14_01_20200918_41976;L14;Agence Oyem;Espèces;UGB BANK;71150
21/09/2020;L14_01_20200921_42024;L14;Agence Oyem;Espèces;UGB BANK;4347000
21/09/2020;L14_01_20200921_42027;L14;Agence Oyem;Espèces;UGB BANK;75000
22/09/2020;L14_01_20200922_42068;L14;Agence Oyem;Espèces;UGB BANK;2551500
23/09/2020;L14_01_20200923_42114;L14;Agence Oyem;Espèces;UGB BANK;2457000
23/09/2020;L14_01_20200923_42116;L14;Agence Oyem;Espèces;UGB BANK;70200
24/09/2020;L14_01_20200924_42157;L14;Agence Oyem;Espèces;UGB BANK;2551500
24/09/2020;L14_01_20200924_42158;L14;Agence Oyem;Espèces;UGB BANK;33000
25/09/2020;L14_01_20200925_42201;L14;Agence Oyem;Espèces;UGB BANK;5197500
25/09/2020;L14_01_20200925_42207;L14;Agence Oyem;Espèces;UGB BANK;70200
28/09/2020;L14_01_20200928_42255;L14;Agence Oyem;Espèces;UGB BANK;4063500
28/09/2020;L14_01_20200928_42257;L14;Agence Oyem;Espèces;UGB BANK;23600
29/09/2020;L14_01_20200929_42297;L14;Agence Oyem;Espèces;UGB BANK;2835000
29/09/2020;L14_01_20200929_42300;L14;Agence Oyem;Espèces;UGB BANK;96000
30/09/2020;L14_01_20200930_42341;L14;Agence Oyem;Espèces;UGB BANK;50500
30/09/2020;L14_01_20200930_42344;L14;Agence Oyem;Espèces;UGB BANK;3402000
01/10/2020;L14_01_20201001_42391;L14;Agence Oyem;Espèces;UGB BANK;2362500
01/10/2020;L14_01_20201001_42398;L14;Agence Oyem;Espèces;UGB BANK;76500
02/10/2020;L14_01_20201002_42435;L14;Agence Oyem;Espèces;UGB BANK;5197500
02/10/2020;L14_01_20201002_42440;L14;Agence Oyem;Espèces;UGB BANK;25000
05/10/2020;L14_01_20201005_42488;L14;Agence Oyem;Espèces;UGB BANK;4347000
06/10/2020;L14_01_20201006_42530;L14;Agence Oyem;Espèces;UGB BANK;2929500
06/10/2020;L14_01_20201006_42535;L14;Agence Oyem;Espèces;UGB BANK;12100
07/10/2020;L14_01_20201007_42579;L14;Agence Oyem;Espèces;UGB BANK;2740500
07/10/2020;L14_01_20201007_42584;L14;Agence Oyem;Espèces;UGB BANK;294000
08/10/2020;L14_01_20201008_42623;L14;Agence Oyem;Espèces;UGB BANK;2551500
08/10/2020;L14_01_20201008_42627;L14;Agence Oyem;Espèces;UGB BANK;70500
09/10/2020;L14_01_20201009_42666;L14;Agence Oyem;Espèces;UGB BANK;5292000
09/10/2020;L14_01_20201009_42669;L14;Agence Oyem;Espèces;UGB BANK;81000
09/09/2020;L15_01_20200909_41686;L15;Agence Lambaréné;Espèces;   BGFI BANK                            ;217859
10/09/2020;L15_01_20200910_41722;L15;Agence Lambaréné;Espèces;   BGFI BANK                            ;24999
11/09/2020;L15_01_20200911_41776;L15;Agence Lambaréné;Espèces;   BGFI BANK                            ;104901
14/09/2020;L15_01_20200914_41819;L15;Agence Lambaréné;Espèces;   BGFI BANK                            ;308847
15/09/2020;L15_01_20200915_41850;L15;Agence Lambaréné;Espèces;   BGFI BANK                            ;71138
